"idnum","p4b23","k5e2a","f1h2","f1e3","m1e4b","f1g7","m1a13","m1g2","m1g3","m1g4","f1f2","m1f5","f1c2f","m1a7","m1b18","m2g6c","f2k6","m2k14","m2d3a","m2g4c","m2g13","f2h8a2","f2h10","m2h8e","m2h8b","m2h19b","m2h19i","m2j16","f2h19","m4d3","m4i7b","p4b15","p4l3","p4l5","p4l11","p4l19","p4l22","p4l28","p4l32","p4l43","m4h1g","m4i0g","m4h4","m4i0p","f4i8a1","f4j24a","p4a22","f4a2","f4i0n1","p4b9","p4b21_1","p4c8","p4h1"
"4675",9,"3","2","1","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","5","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","0","1","3","3"
"4676",11,"0","1","2","1","2","1","5","5","4","1","1","1","2","1","1","2","2","1","1","1","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","1","1","2","1","2","2","2","0","3","1","1","0","4","1"
"4677",11,"0","1","1","1","1","2","5","5","4","2","1","1","1","1","1","2","2","1","203","5","2","1","1","1","2","2","2","2","1","1","0","2","0","0","0","0","0","0","0","1","1","1","1","2","2","0","1","1","0","1","4","1"
"4678",11,"0","1","1","1","2","1","5","5","4","1","2","1","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","1","1","1","1","1","1","2","2","0","2","2","1","1","4","0"
"4679",7,"2","1","1","1","1","1","5","5","3","2","2","1","2","1","1","2","2","1","3","1","2","1","1","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","1","1","1","2","2","2","1","1","1","0","1","4","0"
"4680",10,"0","1","1","1","1","1","5","5","3","1","1","1","1","1","1","2","2","1","4","2","2","2","2","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","1","3","1","1","1","2","2","0","3","2","1","1","4","0"
"4681",10,"1","1","1","2","1","1","5","5","3","2","4","1","1","1","2","2","2","1","5","4","2","2","1","2","2","1","1","2","1","1","1","2","0","1","0","1","0","0","0","1","1","1","1","2","1","1","1","2","1","0","4","0"
"4682",8,"0","1","2","2","1","2","5","5","4","1","3","1","1","1","1","2","2","1","3","3","2","2","1","1","2","2","2","2","2","2","1","2","1","1","1","0","0","0","2","2","1","2","1","2","2","0","1","1","0","0","2","2"
"4683",11,"0","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","2","1","1","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","2","0","0","1","1","1","2","2","2","0","1","2","1","0","4","0"
"4684",7,"0","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","1","2","1","2","1","2","0","2","0","1","0","0","2","1","1","1","1","2","2","1","1","2","1","0","4","0"
"4685",11,"3","1","1","2","2","1","4","5","3","2","4","1","2","1","2","1","2","1","3","1","1","1","1","2","2","1","2","1","2","2","1","2","0","2","0","0","0","0","0","1","2","1","1","1","2","1","1","1","1","0","4","2"
"4686",9,"0","2","1","1","1","1","5","5","3","2","1","1","1","1","1","2","2","1","204","1","2","2","2","2","2","1","1","2","1","1","1","2","0","2","0","0","0","1","0","1","2","1","2","1","2","0","4","1","0","1","4","0"
"4687",9,"4","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","2","2","2","1","1","1","1","0","1","0","0","0","0","0","1","2","1","2","2","2","1","1","2","1","0","4","0"
"4688",10,"0","1","2","1","2","1","5","5","4","1","2","1","1","1","1","2","2","1","4","2","2","2","2","2","2","2","2","2","1","2","1","1","0","1","0","0","0","0","1","1","2","1","2","2","2","1","1","4","1","1","4","0"
"4689",10,"0","1","1","1","1","1","5","5","3","1","2","2","1","1","1","2","2","1","2","3","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","1","1","1","1","2","2","1","1","2","1","0","4","0"
"4690",7,"4","1","2","1","1","1","5","5","4","1","1","1","1","1","1","1","2","1","4","1","2","2","2","2","2","1","1","1","1","2","0","0","0","1","0","0","1","1","0","4","2","1","2","2","2","0","1","2","1","0","4","2"
"4691",10,"3","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","1","2","2","1","1","0","2","0","0","0","0","0","3","1","1","1","2","2","0","1","1","1","0","4","0"
"4692",11,"4","1","4","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","6","1","2","1","1","1","2","2","2","2","1","2","1","2","0","1","0","1","0","0","1","1","1","1","2","2","2","0","1","1","0","1","3","0"
"4693",11,"0","1","4","1","1","1","5","5","3","2","2","1","1","1","1","2","1","2","2","5","2","2","2","2","2","2","2","2","2","2","1","1","0","2","0","0","0","0","1","1","2","2","2","2","2","1","3","2","0","1","3","0"
"4694",11,"0","1","1","2","1","1","5","5","4","2","1","1","2","1","1","2","1","1","6","3","2","2","2","2","2","2","2","2","1","2","1","2","1","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","1","1","4","0"
"4695",12,"0","1","2","1","1","1","5","5","4","2","2","1","2","1","1","2","2","1","2","5","2","2","2","2","2","2","2","2","2","1","1","2","0","2","0","0","0","0","0","2","1","1","1","2","2","0","1","1","0","0","4","0"
"4696",9,"0","1","1","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","1","1","2","2","1","2","2","1","1","2","2","2","1","0","1","0","0","0","0","1","0","3","1","1","1","2","2","0","1","1","1","0","4","0"
"4697",9,"1","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","3","5","2","2","2","2","2","2","2","2","1","2","1","1","0","1","0","0","0","0","2","1","1","2","2","2","2","0","2","2","0","0","3","0"
"4698",9,"1","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","2","2","0","1","0","2","2","0","0","0","2","1","1","1","2","2","2","0","1","2","0","0","4","0"
"4699",9,"2","2","3","1","1","1","5","5","3","2","1","1","1","1","1","2","2","1","6","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","2","2","1","2","2","2","1","1","2","1","1","4","0"
"4700",9,"0","1","4","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","0","1","0","1","0","0","0","0","1","1","2","1","1","2","2","0","4","1","1","0","4","0"
"4701",11,"0","1","4","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","4","1","1","2","1","2","2","2","2","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","2","2","2","1","4","2","0","0","2","3"
"4702",7,"1","2","1","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","201","1","2","2","1","2","2","1","2","2","1","2","1","1","1","1","0","0","0","2","2","1","1","1","1","2","2","0","4","1","0","1","4","4"
"4703",11,"0","1","1","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","1","1","1","2","1","1","0","1","1","0","0","1","1","1","2","1","1","2","2","0","1","2","1","0","4","0"
"4704",11,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","3","4","2","2","1","2","2","2","2","2","2","2","1","1","2","1","2","2","0","1","2","3","2","2","2","2","2","0","1","1","1","0","4","0"
"4705",11,"4","1","3","1","1","1","5","5","4","2","2","1","1","1","2","2","2","2","1","4","2","2","1","2","2","1","2","1","1","2","1","1","1","1","0","0","0","0","1","1","1","2","2","2","2","0","1","2","1","0","4","2"
"4706",8,"1","1","2","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","2","1","1","2","1","2","0","1","0","0","0","1","1","1","1","1","2","2","2","0","4","1","0","0","4","2"
"4707",10,"0","1","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","1","1","4","3"
"4708",8,"0","2","3","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","6","1","2","2","1","2","2","2","2","2","1","2","1","2","2","2","0","0","0","2","2","2","1","1","2","2","2","0","2","2","1","0","4","2"
"4709",10,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","6","1","2","2","1","2","2","2","2","1","1","2","0","2","0","1","0","0","0","1","0","1","2","1","2","2","2","1","1","1","0","0","3","2"
"4710",9,"1","2","1","1","2","1","5","5","4","2","2","1","1","1","1","2","2","2","3","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","2","0","1","2","1","0","4","0"
"4711",11,"0","1","1","2","1","1","4","5","3","1","2","1","1","1","1","2","1","1","4","2","2","2","1","2","2","2","2","2","1","1","1","2","0","2","0","0","0","0","1","2","1","1","1","2","2","1","1","3","1","0","4","0"
"4712",9,"2","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","2","1","2","2","1","1","2","0","0","3","0"
"4713",12,"4","2","2","1","1","1","5","5","4","1","1","2","1","1","1","1","2","2","4","5","2","2","2","2","2","2","2","2","2","2","1","2","0","2","0","2","0","0","0","4","1","1","2","2","2","0","1","2","1","0","4","0"
"4714",7,"2","1","1","1","1","1","5","5","4","2","1","1","2","1","1","2","2","1","202","1","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","1","0","0","2","1","2","1","2","1","2","0","4","1","1","0","4","0"
"4715",8,"1","1","2","1","2","1","4","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","1","1","1","0","2","0","2","0","1","0","1","1","3","1","1","2","1","2","1","3","1","1","0","4","2"
"4716",9,"0","1","1","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","205","1","2","2","2","2","2","2","2","1","1","1","1","1","0","1","0","0","0","1","1","1","2","1","2","2","2","0","1","1","1","0","3","0"
"4717",11,"1","1","2","1","1","1","5","4","3","2","4","1","1","1","1","2","2","1","5","1","2","2","2","2","2","1","2","1","1","2","1","2","0","2","0","0","0","0","1","1","2","1","2","2","2","0","1","1","0","0","3","2"
"4718",9,"4","1","1","1","1","1","5","5","3","1","1","1","1","1","1","2","2","1","3","2","2","2","1","2","2","2","2","1","1","1","1","2","0","2","0","0","0","0","0","4","2","1","2","2","2","1","1","1","1","1","4","2"
"4719",9,"4","1","3","1","1","1","5","5","3","2","4","1","1","1","1","2","2","1","4","2","2","2","1","2","2","2","2","2","1","2","0","2","0","2","1","0","0","0","0","1","2","1","1","2","2","1","1","1","0","0","2","0"
"4720",7,"2","1","4","1","2","1","5","5","4","2","3","1","1","1","1","2","2","1","203","5","2","2","1","2","2","2","2","2","1","1","1","1","0","0","0","0","0","0","0","1","2","1","2","2","2","1","1","3","1","1","4","0"
"4721",10,"0","1","2","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","6","1","2","2","2","2","2","2","2","1","1","2","1","2","1","1","0","1","1","0","1","1","1","2","2","2","2","1","4","3","0","1","4","3"
"4722",10,"0","1","1","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","1","1","2","0","2","0","0","0","0","0","1","2","1","2","2","2","0","4","1","1","0","4","0"
"4723",10,"0","2","3","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","5","3","2","2","1","2","2","2","2","2","2","2","0","1","0","1","1","1","1","1","2","1","1","1","2","2","2","0","1","2","0","0","4","0"
"4724",10,"4","1","2","1","2","1","5","1","1","2","3","1","1","1","1","2","2","1","201","2","2","2","1","2","2","1","2","1","2","2","1","1","0","1","0","0","0","0","0","1","2","1","2","2","1","1","1","3","1","0","4","0"
"4725",11,"3","1","1","1","1","1","5","5","3","1","1","1","1","1","1","1","2","1","3","1","2","2","2","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","1","2","2","2","1","1","2","1","1","4","0"
"4726",9,"0","2","3","1","1","1","5","5","4","2","2","1","1","1","2","2","2","2","4","5","2","2","1","2","2","2","2","2","1","2","1","2","0","1","0","1","0","0","1","1","2","2","2","2","2","1","1","3","1","0","2","0"
"4727",9,"0","1","2","1","1","1","5","2","3","1","2","1","2","1","1","2","2","2","2","1","2","2","1","2","2","2","2","1","1","2","0","0","0","0","0","0","0","1","0","1","2","1","2","2","2","1","3","2","0","0","2","3"
"4728",11,"1","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","2","1","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","1","1","1","1","1","2","2","2","0","1","2","1","1","4","0"
"4729",9,"0","1","1","1","1","1","5","2","2","2","2","1","1","1","1","2","1","2","3","4","2","2","2","2","2","2","2","2","1","2","1","1","0","1","0","0","0","0","0","3","1","1","1","2","2","0","1","3","1","0","4","0"
"4730",7,"1","1","3","1","1","1","3","5","3","2","2","1","1","1","1","2","2","1","203","5","2","2","1","2","2","2","1","2","1","2","1","2","1","1","1","0","1","2","2","1","1","1","2","2","2","1","1","1","0","1","4","1"
"4731",9,"0","2","1","1","1","1","5","5","4","2","3","2","2","2","1","2","2","1","205","1","2","2","2","2","2","2","2","1","1","2","0","2","2","0","1","1","1","1","1","2","2","2","2","2","2","0","3","3","1","0","2","3"
"4732",10,"0","1","1","1","1","1","5","5","4","1","3","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","2","1","1","0","0","0","0","1","2","1","1","1","2","2","0","1","2","0","0","4","0"
"4733",8,"3","1","3","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","2","2","1","2","1","1","2","2","2","1","1","1","1","2","0","2","0","0","0","2","1","1","2","2","1","2","2","1","4","2","0","0","4","2"
"4734",10,"0","1","1","1","2","1","5","5","3","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","1","1","1","2","1","2","1","1","0","0","0","0","1","1","2","1","2","2","2","1","1","1","1","1","4","0"
"4735",9,"1","1","3","1","1","1","5","5","4","2","2","1","1","1","1","2","1","1","201","4","2","2","1","1","2","2","2","2","1","2","1","1","0","0","0","0","0","2","0","4","1","2","2","2","2","0","1","4","0","0","4","0"
"4736",8,"2","1","2","1","2","1","5","5","1","2","2","1","1","1","1","1","2","1","4","2","2","2","1","1","2","1","2","1","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","1","0","2","3","0","0","3","2"
"4737",10,"0","2","1","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","1","1","1","1","1","2","1","2","0","1","2","1","0","2","0"
"4738",11,"1","1","1","1","1","1","4","5","4","2","3","1","2","1","2","1","2","1","4","1","2","2","1","2","2","2","1","2","1","2","1","2","0","1","0","1","0","0","1","1","2","2","2","2","2","1","1","2","1","0","4","0"
"4739",11,"0","1","3","1","1","1","5","5","4","2","2","1","1","1","2","2","2","1","2","1","2","2","1","2","2","2","2","2","2","2","1","1","0","1","0","1","0","0","1","1","2","2","2","2","2","0","1","2","1","0","4","0"
"4740",9,"3","1","4","1","1","1","5","5","4","2","2","1","1","1","2","2","2","2","3","2","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","2","1","2","2","2","1","1","2","1","1","4","0"
"4741",9,"0","1","1","1","1","1","4","5","4","1","3","1","1","1","1","2","2","1","4","1","2","2","1","2","2","1","2","1","1","2","0","2","0","1","0","0","0","1","1","2","2","1","1","2","2","0","7","1","0","0","4","3"
"4742",10,"3","1","2","1","2","1","5","5","4","2","2","1","1","1","2","2","1","1","5","2","2","2","2","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","2","1","2","1","1","2","2","0","3","2","1","0","4","0"
"4743",8,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","2","1","2","2","1","2","2","1","1","2","1","2","1","1","0","2","0","0","0","0","0","1","1","1","1","2","2","0","1","2","1","0","4","0"
"4744",9,"0","1","3","1","1","1","5","5","4","2","4","1","1","1","1","2","2","1","3","1","2","2","1","1","2","2","2","2","1","2","1","1","1","1","0","0","0","1","0","1","1","1","1","2","2","0","1","1","1","0","4","4"
"4745",8,"0","1","3","1","1","1","5","5","4","1","2","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","1","1","2","0","2","0","0","0","0","0","1","2","1","1","2","2","0","2","1","0","0","4","0"
"4746",11,"0","1","1","1","1","1","5","5","4","1","2","1","2","2","1","1","2","1","3","1","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","1","0","0","1","1","1","1","2","2","2","0","4","2","1","0","4","0"
"4747",9,"1","1","2","1","1","1","5","5","4","2","3","1","1","1","2","2","2","2","204","4","2","2","2","1","1","2","1","1","1","2","1","1","0","2","0","1","1","1","1","4","2","2","2","2","2","1","3","3","0","0","3","0"
"4748",9,"0","1","3","1","1","1","5","5","4","2","3","1","1","1","1","1","2","1","3","2","2","2","2","2","2","2","2","2","1","1","1","1","0","1","1","2","1","0","2","1","1","1","1","2","2","0","4","1","0","0","4","0"
"4749",9,"0","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","201","1","2","2","2","2","2","2","2","2","1","2","1","2","1","2","0","0","1","1","0","1","1","1","1","2","2","0","1","2","1","0","4","0"
"4750",9,"0","1","3","1","1","1","4","5","4","2","2","1","1","1","1","2","2","1","4","2","2","2","1","2","2","2","1","1","1","2","0","2","1","2","0","0","0","1","2","3","2","1","2","2","2","0","3","2","1","0","3","0"
"4751",11,"0","1","2","2","1","1","5","5","3","2","3","1","1","1","2","2","2","2","6","1","1","2","1","2","2","1","2","2","2","2","0","2","0","1","0","0","0","0","1","1","2","2","2","2","2","1","4","3","0","0","3","0"
"4752",10,"4","1","3","1","1","1","5","5","3","2","2","1","2","1","1","2","2","1","201","2","2","2","1","1","2","1","2","1","1","2","1","2","0","2","2","0","0","0","0","2","2","1","2","2","2","1","2","3","0","0","4","0"
"4753",9,"2","1","2","2","2","1","5","5","4","2","2","1","1","1","1","2","2","1","4","1","2","2","1","2","2","2","2","2","1","2","0","2","0","2","0","0","0","1","0","1","2","1","2","2","2","0","1","2","1","0","4","2"
"4754",14,"2","2","1","1","1","1","5","5","4","2","2","1","1","1","1","1","1","2","2","5","2","2","1","2","2","2","2","2","2","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","0","1","1","0","0","2","0"
"4755",7,"0","1","1","1","1","1","4","5","4","1","2","1","1","2","1","2","2","1","2","3","2","2","2","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","1","1","2","2","1","1","2","1","1","4","0"
"4756",9,"1","1","2","1","2","1","5","5","3","2","1","1","1","1","1","2","2","1","5","3","2","2","1","1","2","1","2","1","1","2","1","2","0","1","1","1","0","1","1","2","1","1","1","2","2","1","1","3","1","1","4","2"
"4757",9,"0","1","1","1","1","1","5","5","3","2","2","1","1","1","2","2","2","1","5","2","2","2","1","2","2","1","1","2","1","1","1","2","1","2","0","0","0","0","2","1","2","1","2","2","2","1","3","2","0","0","4","0"
"4758",10,"0","1","1","1","1","1","5","5","4","2","2","1","1","1","1","2","2","1","201","2","2","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","1","2","1","1","1","2","2","0","1","1","1","1","4","0"
"4759",11,"2","1","3","1","2","1","5","5","4","2","3","1","1","1","1","1","2","1","4","1","2","2","1","2","2","1","2","2","1","2","1","2","0","1","0","0","0","0","0","1","1","1","2","2","2","0","1","2","1","0","4","4"
"4760",6,"0","1","3","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","3","5","2","2","1","2","2","1","2","2","1","2","1","1","0","1","0","0","0","0","0","3","2","2","2","2","2","1","1","1","1","0","4","0"
"4761",11,"3","1","3","1","2","1","3","3","3","2","3","1","1","2","2","2","2","1","3","2","2","2","1","2","2","2","1","1","1","2","0","2","1","2","0","0","0","0","2","1","2","1","1","2","2","1","4","2","1","0","3","2"
"4762",11,"1","2","1","1","1","1","5","5","4","2","2","1","2","1","1","1","2","1","205","4","2","2","1","2","2","1","2","2","1","2","1","2","1","1","0","0","1","1","1","1","1","1","1","2","2","0","3","2","0","0","4","0"
"4763",9,"4","1","3","1","2","1","5","5","4","2","3","1","1","1","1","2","1","1","6","1","2","2","1","2","2","1","2","2","1","2","0","2","1","2","0","0","0","0","0","1","2","2","2","2","2","1","1","1","0","0","2","2"
"4764",11,"1","2","2","1","1","1","5","5","4","2","2","1","1","1","1","2","2","2","5","1","2","2","1","2","2","2","2","2","1","2","0","1","0","1","0","1","0","1","2","2","1","1","2","2","2","0","2","2","0","0","4","0"
"4765",10,"3","1","3","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","1","3","2","2","1","1","2","2","2","2","1","2","1","2","1","1","0","0","0","0","0","1","1","1","1","2","2","0","1","2","0","0","4","0"
"4766",11,"0","1","1","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","2","2","2","1","0","0","1","0","0","0","0","1","1","1","1","1","2","2","0","1","1","1","1","4","0"
"4767",9,"0","1","2","1","1","1","2","2","3","1","2","1","1","1","1","2","2","2","6","1","2","2","1","2","2","2","2","1","2","2","1","2","0","2","2","2","0","1","2","1","2","2","1","2","2","1","3","2","0","0","4","4"
"4768",9,"0","1","1","1","1","1","5","5","4","1","1","2","1","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","1","1","1","0","2","0","0","0","1","0","2","1","1","2","1","2","0","4","3","1","0","4","0"
"4769",9,"2","1","3","1","1","1","5","5","4","2","2","1","1","1","2","2","1","1","6","1","2","2","1","2","2","1","2","1","1","2","1","2","1","1","0","1","2","1","2","1","2","2","2","2","2","1","1","3","0","0","4","4"
"4770",7,"1","1","1","1","1","1","5","5","4","2","2","2","1","1","1","2","2","2","203","5","2","2","1","1","2","1","2","1","1","2","1","1","0","0","0","1","0","1","0","1","2","1","2","2","2","1","4","1","0","0","3","0"
"4771",8,"4","2","2","1","1","1","5","5","4","2","1","2","2","1","2","2","2","2","4","5","2","2","1","2","1","2","1","2","2","1","1","2","0","2","1","0","0","0","1","4","1","1","2","2","2","0","1","2","0","1","3","1"
"4772",8,"0","1","1","1","1","1","5","5","3","1","2","1","1","1","2","2","2","1","4","1","2","2","1","2","2","2","2","1","1","2","1","2","0","2","0","0","0","1","0","4","2","2","2","2","2","1","4","1","0","0","4","0"
"4773",9,"0","2","1","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","2","1","2","2","1","2","2","2","2","2","1","2","1","1","0","2","0","1","0","0","2","1","1","1","2","2","2","0","3","3","1","1","4","1"
"4774",9,"0","1","2","1","2","1","5","5","4","2","3","1","1","1","1","2","2","2","6","1","2","2","1","2","2","2","2","2","1","2","1","2","0","0","0","0","0","1","0","2","1","1","2","2","2","1","3","4","0","1","4","0"
"4775",7,"0","2","1","1","1","1","5","5","4","1","3","1","1","1","1","2","2","2","201","5","2","2","1","2","2","2","2","2","2","2","1","2","0","1","1","0","0","0","1","3","1","2","2","2","2","0","1","3","0","0","4","0"
"4776",11,"0","1","1","1","1","1","5","5","4","1","1","1","1","1","1","2","2","1","201","1","2","1","2","2","2","1","2","1","1","2","1","1","0","2","0","0","0","0","0","1","1","1","2","1","2","1","1","2","1","0","4","0"
"4777",10,"2","1","1","1","1","1","5","5","4","1","3","1","1","1","1","2","2","2","6","5","2","2","1","2","2","2","2","2","2","2","0","0","0","1","0","0","0","1","0","3","2","1","2","2","2","0","2","3","0","0","2","1"
"4778",9,"0","2","1","1","1","1","5","5","4","2","2","1","1","1","1","1","2","1","203","5","2","2","1","1","2","2","1","2","2","2","1","1","0","2","0","2","0","0","0","1","1","1","2","2","2","0","1","2","0","0","2","0"
"4779",9,"0","1","4","1","1","1","5","1","3","2","2","1","1","1","1","2","1","1","6","2","2","2","1","1","2","2","1","1","1","2","0","2","0","1","1","0","0","0","0","1","2","1","2","2","1","1","4","1","0","0","4","0"
"4780",8,"1","1","2","1","1","1","5","5","4","1","3","1","1","1","1","1","2","2","1","2","2","2","1","2","2","1","2","1","1","2","0","2","0","1","0","0","0","0","1","1","2","1","2","2","2","0","1","2","1","0","3","0"
"4781",10,"1","1","3","1","2","1","5","5","4","2","2","1","1","1","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","2","1","2","0","1","0","0","0","0","0","1","2","2","2","2","2","1","1","4","1","0","4","1"
"4782",11,"4","1","3","1","1","1","5","5","4","2","1","1","1","1","1","2","2","1","205","1","1","2","1","2","2","2","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","1","2","1","1","3","2","0","0","4","2"
"4783",9,"0","1","2","1","2","1","5","5","4","1","1","2","2","1","1","2","2","1","202","5","2","2","2","2","2","2","2","1","1","2","1","2","0","2","0","0","0","0","0","3","2","1","2","2","2","0","3","2","1","1","4","0"
"4784",9,"0","1","1","1","1","1","5","5","2","1","1","1","1","2","1","2","2","1","4","2","2","2","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","1","1","1","2","1","2","2","1","1","2","1","0","4","0"
"4785",7,"2","1","2","1","1","1","5","5","3","2","1","1","1","1","1","2","2","1","4","1","2","2","2","2","2","2","2","1","1","2","0","1","2","2","0","0","0","0","0","1","1","1","1","2","2","1","1","2","1","0","4","1"
"4786",9,"0","1","2","1","2","1","5","5","4","2","1","1","2","2","2","2","2","1","205","3","2","2","1","1","2","1","2","2","1","2","1","2","0","1","1","0","0","0","1","1","1","1","2","2","2","0","4","1","1","1","4","0"
"4787",11,"0","1","3","1","2","1","5","5","4","2","2","1","1","1","1","2","2","1","3","2","2","1","2","1","2","2","2","1","1","2","1","2","0","1","0","0","0","0","0","3","2","1","2","2","2","1","1","3","1","0","4","2"
"4788",11,"1","1","2","2","2","1","5","5","2","2","1","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","2","2","1","2","1","2","0","2","0","0","0","0","0","1","1","1","2","2","2","1","1","2","0","0","2","0"
"4789",11,"2","1","4","1","1","1","5","5","4","1","2","1","1","1","1","2","2","1","3","1","2","2","2","2","2","2","2","2","1","2","1","2","0","2","1","0","0","0","1","1","2","1","2","2","2","0","1","2","1","1","4","0"
"4790",8,"3","1","1","1","1","1","5","5","3","1","1","2","2","1","1","2","2","1","4","1","2","2","2","2","2","1","1","2","2","2","1","2","1","2","2","0","0","0","0","1","1","1","1","2","1","0","4","2","1","0","4","0"
"4791",9,"3","1","2","1","2","1","5","5","4","2","2","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","1","2","1","2","1","2","0","2","1","0","0","0","0","1","2","1","2","2","2","0","1","3","1","1","4","1"
"4792",10,"3","2","2","1","1","1","5","5","4","2","3","1","1","1","1","2","2","1","202","3","2","2","1","2","2","2","1","2","1","2","1","2","0","2","0","0","0","0","0","2","1","1","2","2","2","0","1","3","1","0","4","0"
"4793",10,"1","1","2","1","2","1","2","5","3","2","1","2","1","1","1","2","1","2","205","3","1","2","1","2","2","1","2","2","1","2","1","2","0","2","1","0","0","0","0","1","1","1","2","2","2","1","1","1","1","1","4","0"
"4794",9,"0","1","3","1","2","1","5","5","3","2","1","1","1","1","1","2","1","1","203","5","1","2","1","2","2","2","1","1","1","2","0","2","2","0","2","0","0","1","2","1","2","1","2","2","2","1","3","2","1","1","2","2"
"4795",11,"0","2","2","1","2","1","5","5","4","2","1","3","2","1","1","2","2","1","2","1","2","2","1","2","2","1","2","2","1","2","0","2","0","2","0","0","0","0","0","1","2","1","2","2","2","0","7","2","1","1","4","0"
"4796",9,"4","1","4","1","1","1","5","5","4","2","2","1","2","1","2","2","2","1","3","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","0","0","2","0","1","1","1","1","2","2","2","1","4","2","0","0","3","1"
